time,y
3258,-0.166796
3259,-0.169301
3260,-0.170534
3261,-0.173169
3262,-0.174508
3263,-0.176525
3264,-0.177469
3265,-0.179647
3266,-0.180866
3267,-0.18268
3268,-0.183562
3269,-0.185374
3270,-0.186275
3271,-0.187971
3272,-0.189589
3273,-0.190374
3274,-0.191952
3275,-0.192765
3276,-0.194381
3277,-0.195138
3278,-0.196744
3279,-0.197534
3280,-0.19898
3281,-0.199656
3282,-0.200985
3283,-0.202266
3284,-0.202894
3285,-0.204119
3286,-0.204732
3287,-0.205996
3288,-0.206617
3289,-0.207732
3290,-0.208236
3291,-0.211
3292,-0.2197
3293,-0.22358
3294,-0.222211
3295,-0.220972
3296,-0.231594
3297,-0.237758
3298,-0.242993
3299,-0.244795
3300,-0.250265
3301,-0.255054
3302,-0.259707
3303,-0.26112
3304,-0.26565
3305,-0.268999
3306,-0.272981
3307,-0.275123
3308,-0.275685
3309,-0.278014
3310,-0.279317
3311,-0.280386
3312,-0.281627
3313,-0.282961
3314,-0.283696
3315,-0.285125
3316,-0.285527
3317,-0.285969
3318,-0.286174
3319,-0.286807
3320,-0.287133
3321,-0.287597
3322,-0.287803
3323,-0.288373
3324,-0.28866
3325,-0.289074
3326,-0.289244
3327,-0.289653
3328,-0.29006
3329,-0.290256
3330,-0.290587
3331,-0.290741
3332,-0.291067
3333,-0.291225
3334,-0.291446
3335,-0.291544
3336,-0.29163
3337,-0.291614
3338,-0.291495
3339,-0.291367
3340,-0.291306
3341,-0.29115
3342,-0.291057
3343,-0.290816
3344,-0.290566
3345,-0.290479
3346,-0.290372
3347,-0.290203
3348,-0.290057
3349,-0.28999
3350,-0.289817
3351,-0.28973
3352,-0.289579
3353,-0.289497
3354,-0.289261
3355,-0.288866
3356,-0.288656
3357,-0.288237
3358,-0.288015
3359,-0.287469
3360,-0.287145
3361,-0.286561
3362,-0.286283
3363,-0.285454
3364,-0.285006
3365,-0.284451
3366,-0.284238
3367,-0.283557
3368,-0.282957
3369,-0.282526
3370,-0.281756
3371,-0.281319
3372,-0.28044
3373,-0.279991
3374,-0.279048
3375,-0.278479
3376,-0.277611
3377,-0.276483
3378,-0.275795
3379,-0.273229
3380,-0.269614
3381,-0.260449
3382,-0.250723
3383,-0.234756
3384,-0.22422
3385,-0.217894
3386,-0.162457
3387,-0.147083
3388,-0.124455
3389,-0.110647
3390,-0.101701
3391,-0.0960179
3392,-0.088723
3393,-0.0808078
3394,-0.0737209
3395,-0.0705834
3396,-0.0602249
3397,-0.0544885
3398,-0.0484236
3399,-0.0447507
3400,-0.0353023
3401,-0.0290387
3402,-0.0274608
3403,-0.0240705
3404,-0.0225609
3405,-0.0202361
3406,-0.0190981
3407,-0.0177431
3408,-0.0148895
3409,-0.0134485
3410,-0.0115369
3411,-0.0105765
3412,-0.00788003
3413,-0.00634935
3414,-0.00419101
3415,-0.00315976
3416,-0.000795484
3417,0.00181338
3418,0.00307545
3419,0.00512403
3420,0.00613868
3421,0.00881177
3422,0.0102066
3423,0.0123237
3424,0.0133107
3425,0.0156982
3426,0.0169802
3427,0.0191388
3428,0.0196797
3429,0.0208073
3430,0.0214459
3431,0.0223558
3432,0.0233052
3433,0.0240622
